slug,type,order,text_ar,text_en,amount,unit_ar
replacement-national-id,trouble,2,هل أحتاج لتقديم بلاغ شرطة؟,لا يُشترط حالياً، لكن يُنصح بتقديم بلاغ عبر تطبيق كلنا أمن لحمايتك من سوء الاستخدام.,,
replacement-national-id,trouble,3,هل يمكن استخدام الهوية الرقمية في توكلنا مؤقتاً؟,نعم، الهوية الرقمية في توكلنا معتمدة رسمياً ويمكن استخدامها حتى وصول البطاقة الجديدة.,,
report-absconding-musaned,check,1,مرور 15 يوماً على الأقل من تغيب العامل,At least 15 days since worker's absence,,
report-absconding-musaned,check,2,إقامة العامل سارية المفعول,Worker's Iqama is valid,,
report-absconding-musaned,check,3,لا يوجد شكوى مقدمة من العامل,No complaint filed by the worker,,
report-absconding-musaned,fee,1,تقديم البلاغ,,0,مجاني
report-absconding-musaned,step,1,سجّل الدخول إلى منصة مساند,Log in to Musaned platform,,
report-absconding-musaned,step,2,"اختر ""بلاغات"" ثم ""تقديم بلاغ تغيب""",Select Reports → File Absconding Report,,
report-absconding-musaned,step,3,اختر العامل المتغيب من القائمة,Select the absent worker from the list,,
report-absconding-musaned,step,4,حدد تاريخ التغيب وأدخل التفاصيل,Set absence date and enter details,,
report-absconding-musaned,step,5,أرسل البلاغ — يتم إشعار الجهات المختصة تلقائياً,Submit — relevant authorities are notified automatically,,
report-absconding-musaned,trouble,1,العامل قدّم شكوى ضدي — هل يمكنني تقديم بلاغ؟,لا، إذا كان هناك شكوى مقدمة من العامل، لا يمكن تقديم بلاغ تغيب حتى يتم البت في الشكوى.,,
report-absconding-musaned,trouble,2,هل يمكن إلغاء بلاغ التغيب؟,نعم، يمكن إلغاؤه عبر مساند إذا عاد العامل أو تم حل الخلاف.,,
road-issue-report,check,1,هاتف ذكي مع تطبيق بلاغ,Smartphone with Balagh app,,
road-issue-report,check,2,تفعيل خدمة الموقع (GPS),Location services (GPS) enabled,,
road-issue-report,fee,1,البلاغ,,0,مجاني
road-issue-report,step,1,حمّل تطبيق بلاغ من App Store أو Google Play,Download Balagh app from App Store or Google Play,,
road-issue-report,step,2,افتح التطبيق وسجّل الدخول (أو استخدم كضيف),Open app and log in (or use as guest),,
road-issue-report,step,3,"اختر ""بلاغ جديد"" وحدد نوع المشكلة",Select New Report and choose issue type,,
road-issue-report,step,4,التقط صورة للمشكلة — الموقع يُحدد تلقائياً,Take a photo — location is auto-detected,,
road-issue-report,step,5,أضف وصفاً وأرسل البلاغ,Add description and submit report,,
road-issue-report,step,6,تابع حالة البلاغ عبر التطبيق,Track report status via the app,,
road-issue-report,trouble,1,البلاغ لم يُعالج منذ أسابيع,يمكنك إعادة إرسال البلاغ أو تصعيده عبر منصة X/Twitter على حساب @SaudiMOTLS.,,
road-issue-report,trouble,2,المشكلة في طريق داخل المدينة وليس طريق سريع,الطرق داخل المدن من اختصاص الأمانة/البلدية. استخدم تطبيق بلدي أو تواصل مع أمانة منطقتك.,,
road-issue-report,trouble,3,هل يمكن الإبلاغ عن حادث مروري؟,لا، حوادث المرور تُبلغ عبر تطبيق كلنا أمن أو الاتصال بـ 993 (المرور).,,
saned-unemployment,check,1,سعودي الجنسية,Saudi national,,
saned-unemployment,check,2,مسجل في التأمينات الاجتماعية لمدة 12 شهراً على الأقل (متصلة أو متقطعة),Registered in GOSI for at least 12 months,,
saned-unemployment,check,3,فقدان العمل لسبب خارج عن الإرادة (ليس استقالة),Job loss was involuntary (not resignation),,
saned-unemployment,check,4,التقديم خلال 90 يوماً من تاريخ ترك العمل,Apply within 90 days of leaving work,,
saned-unemployment,check,5,قادر على العمل وباحث عن وظيفة,Able to work and actively seeking employment,,
saned-unemployment,fee,1,التقديم,,0,مجاني
saned-unemployment,fee,2,التعويض,,60,% من الراتب (أول 3 أشهر)
saned-unemployment,step,1,ادخل إلى بوابة التأمينات أون لاين,Go to GOSI Online portal,,
saned-unemployment,step,2,سجّل الدخول عبر النفاذ الوطني,Log in via National SSO,,
saned-unemployment,step,3,"اختر ""تعويضات"" ثم ""ساند""",Select Compensations → SANED,,
saned-unemployment,step,4,أكمل الطلب وارفق رقم حسابك البنكي (IBAN),Complete application and attach your bank IBAN,,
saned-unemployment,step,5,سجّل في منصة جدارات كباحث عن عمل (شرط استمرار الصرف),Register in Jadarat as job seeker (required to continue receiving benefit),,
saned-unemployment,trouble,1,استقلت من العمل — هل أستحق ساند؟,الاستقالة لا تؤهل لساند إلا في حالات محددة (مثل عدم دفع الراتب لأكثر من 3 أشهر أو بيئة عمل خطرة موثقة).,,
saned-unemployment,trouble,2,كم مبلغ التعويض الشهري؟,"60% من متوسط آخر 3 رواتب في أول 3 أشهر، ثم 50% في الأشهر التالية. الحد الأقصى 9,000 ر.س شهرياً.",,
saned-unemployment,trouble,3,ماذا لو وجدت عملاً أثناء فترة ساند؟,يتوقف الصرف تلقائياً عند تسجيلك في منشأة جديدة في التأمينات.,,
saned-unemployment,trouble,4,تجاوزت مهلة الـ 90 يوماً — هل يمكنني التقديم؟,لا، يجب التقديم خلال 90 يوماً من تاريخ ترك العمل. بعدها تسقط الأهلية لهذه الفترة.,,
saudi-business-visa,check,1,المنشأة في نطاق أخضر أو أعلى,Establishment in green Nitaqat or above,,
saudi-business-visa,check,2,رخصة عمل سارية,Valid work license,,
saudi-business-visa,check,3,عدم وجود مخالفات عمالية,No labor violations,,
saudi-business-visa,check,4,حجز التأشيرة متاح (حسب النشاط والحجم),Visa quota available (by activity and size),,
saudi-business-visa,fee,1,رسوم التأشيرة,,2000,ر.س
saudi-business-visa,fee,2,رسوم الاستقدام,,2000,ر.س تقريباً
saudi-business-visa,step,1,سجّل الدخول إلى منصة قوى,Log in to Qiwa platform,,
saudi-business-visa,step,2,"اختر ""التأشيرات"" ثم ""طلب تأشيرة عمل""",Select Visas → Request Work Visa,,
saudi-business-visa,step,3,حدد المهنة والجنسية وعدد التأشيرات,"Specify profession, nationality, and number of visas",,
saudi-business-visa,step,4,سدّد الرسوم عبر سداد,Pay fees via Sadad,,
saudi-business-visa,step,5,التأشيرة تصدر وتُرسل للسفارة في بلد العامل,Visa issues and is sent to embassy in worker's country,,
saudi-business-visa,trouble,1,لا تظهر تأشيرات متاحة,حجم التأشيرات يعتمد على نسبة السعودة ونوع النشاط. حسّن نطاقات المنشأة أو قدّم طلب استثنائي.,,
saudi-business-visa,trouble,2,ما مدة صلاحية التأشيرة؟,عادة 90 يوماً من تاريخ الإصدار. يجب أن يدخل العامل المملكة قبل انتهائها.,,
school-enrollment,check,1,حساب ولي الأمر في نظام نور,Parent account in Noor system,,
school-enrollment,check,2,شهادة ميلاد الطالب أو الهوية,Student's birth certificate or ID,,
school-enrollment,check,3,شهادة تطعيمات محدّثة,Updated vaccination certificate,,
school-enrollment,check,4,التسجيل خلال الفترة المحددة من الوزارة,Registration within ministry-specified period,,
school-enrollment,fee,1,التسجيل,,0,مجاني
school-enrollment,step,1,ادخل إلى نظام نور وسجّل الدخول عبر النفاذ الوطني,Go to Noor system and log in via National SSO,,
school-enrollment,step,2,"اختر ""تسجيل الأبناء"" ثم ""تسجيل طالب جديد""",Select Register Children → Register New Student,,
school-enrollment,step,3,أدخل بيانات الطالب (الاسم، تاريخ الميلاد، الصف),"Enter student details (name, DOB, grade)",,
school-enrollment,step,4,اختر المدرسة المرغوبة من القائمة حسب المنطقة,Select preferred school by area,,
school-enrollment,step,5,ارفع المستندات المطلوبة واضغط تقديم,Upload required documents and submit,,
school-enrollment,trouble,1,فترة التسجيل انتهت,يمكنك التقديم للتسجيل المتأخر عبر نور أو مراجعة إدارة التعليم في منطقتك.,,
school-enrollment,trouble,2,المدرسة المرغوبة ممتلئة,النظام يعرض بدائل قريبة. يمكنك أيضاً تقديم طلب نقل لاحقاً.,,
school-enrollment,trouble,3,هل يمكن تسجيل أبناء المقيمين؟,نعم، بشرط إقامة سارية وشهادة ميلاد أو جواز سفر.,,
simah-credit-report,check,1,هوية وطنية أو إقامة سارية,Valid national ID or Iqama,,
simah-credit-report,check,2,حساب في موقع سمة أو تطبيق سمة,Account on SIMAH website or app,,
simah-credit-report,fee,1,التقرير المجاني,,0,مرة واحدة سنوياً
simah-credit-report,fee,2,تقرير إضافي,,31,ر.س
simah-credit-report,step,1,ادخل إلى موقع سمة أو حمّل تطبيق سمة,Go to SIMAH website or download SIMAH app,,
simah-credit-report,step,2,سجّل الدخول عبر النفاذ الوطني,Log in via National SSO (Nafath),,
simah-credit-report,step,3,"اختر ""تقريري الائتماني""",Select My Credit Report,,
simah-credit-report,step,4,راجع التقرير: يشمل القروض، البطاقات، التعثرات، ودرجة الائتمان,"Review report: includes loans, cards, defaults, and credit score",,
simah-credit-report,trouble,1,درجتي الائتمانية منخفضة — كيف أحسّنها؟,سدّد المتأخرات، لا تتجاوز 30% من حد بطاقاتك، ولا تتقدم على عدة قروض في وقت قصير. التحسن يأخذ 3-6 أشهر.,,
simah-credit-report,trouble,2,يوجد قرض في التقرير لم آخذه,قدّم اعتراضاً عبر موقع سمة. سيتم التحقق مع الجهة المسجلة وتصحيح البيانات خلال 20 يوم عمل.,,
simah-credit-report,trouble,3,هل يؤثر الاستعلام على درجتي؟,استعلامك الشخصي لا يؤثر. لكن استعلامات البنوك عند تقديمك على قروض متعددة قد تخفض الدرجة مؤقتاً.,,
simah-credit-report,trouble,4,كم مرة أستطيع طلب التقرير مجاناً؟,مرة واحدة كل 12 شهراً. أي تقرير إضافي يكلف 31 ر.س.,,
tawakkalna-setup,check,1,هوية وطنية أو إقامة سارية,Valid national ID or Iqama,,
tawakkalna-setup,check,2,حساب أبشر مفعّل,Active Absher account,,
tawakkalna-setup,check,3,هاتف ذكي (iOS أو Android),Smartphone (iOS or Android),,
tawakkalna-setup,fee,1,التطبيق,,0,مجاني
tawakkalna-setup,step,1,حمّل تطبيق توكلنا من App Store أو Google Play,Download Tawakkalna from App Store or Google Play,,
tawakkalna-setup,step,2,"افتح التطبيق واختر ""تسجيل جديد""",Open app and select New Registration,,
tawakkalna-setup,step,3,أدخل رقم الهوية أو الإقامة,Enter national ID or Iqama number,,
tawakkalna-setup,step,4,وافق على الطلب عبر تطبيق نفاذ,Approve request via Nafath app,,
tawakkalna-setup,step,5,التطبيق جاهز — يمكنك الآن استخدام الهوية الرقمية والخدمات,App is ready — digital ID and services now available,,
tawakkalna-setup,trouble,1,لا أستطيع التسجيل — يظهر خطأ,تأكد أن رقم جوالك محدث في أبشر وأن تطبيق نفاذ مفعّل. معظم مشاكل التسجيل سببها عدم تفعيل نفاذ.,,
tawakkalna-setup,trouble,2,ما الفرق بين توكلنا ونفاذ؟,نفاذ للتحقق من الهوية وتسجيل الدخول للمنصات. توكلنا تطبيق شامل يوفر خدمات حكومية كاملة + الهوية الرقمية.,,
tawakkalna-setup,trouble,3,هل يمكن لأكثر من شخص استخدام نفس الجوال؟,لا، كل حساب توكلنا مرتبط بجهاز واحد فقط. عند تغيير الجوال يجب إعادة التسجيل.,,
tawakkalna-setup,trouble,4,هل رخصة القيادة الرقمية في توكلنا معتمدة؟,نعم، معتمدة رسمياً من إدارة المرور ويمكن استخدامها بدل البطاقة الفعلية.,,
traffic-violation-objection,check,1,حساب أبشر مفعّل,Active Absher account,,
traffic-violation-objection,check,2,المخالفة مسجلة خلال آخر 30 يوماً,Violation recorded within last 30 days,,
traffic-violation-objection,check,3,لم يتم سداد المخالفة بعد,Violation not yet paid,,
traffic-violation-objection,fee,1,رسوم الاعتراض,,0,مجاني
traffic-violation-objection,step,1,سجّل الدخول إلى أبشر أفراد,Log in to Absher Individuals,,
traffic-violation-objection,step,2,"اختر ""خدمات المرور"" ثم ""الاعتراض على المخالفات""",Go to Traffic Services → Object to Violations,,
traffic-violation-objection,step,3,اختر المخالفة المراد الاعتراض عليها,Select the violation to object to,,
traffic-violation-objection,step,4,اكتب سبب الاعتراض بالتفصيل,Write detailed objection reason,,
traffic-violation-objection,step,5,أرسل الطلب وانتظر الرد (عادة 5-15 يوم عمل),Submit and wait for response (usually 5-15 business days),,
traffic-violation-objection,trouble,1,تجاوزت مهلة الـ 30 يوماً,لا يمكن الاعتراض بعد 30 يوماً. يجب سداد المخالفة.,,
traffic-violation-objection,trouble,2,هل الاعتراض يوقف المخالفة مؤقتاً؟,نعم، لا يُطلب السداد أثناء فترة دراسة الاعتراض.,,
traffic-violation-objection,trouble,3,تم رفض الاعتراض — ماذا أفعل؟,"يمكنك تقديم اعتراض ثانٍ عبر تطبيق ""كلنا أمن"" أو مراجعة إدارة المرور.",,
transfer-sponsorship,check,1,المنشأة المستقبلة لديها رخصة عمل سارية,Receiving establishment has valid work license,,
transfer-sponsorship,check,2,نسبة السعودة (نطاقات) في النطاق الأخضر أو أعلى,Nitaqat (Saudization) in green zone or above,,
transfer-sponsorship,check,3,عدم وجود مخالفات على المنشأة المستقبلة,No violations on receiving establishment,,
transfer-sponsorship,check,4,موافقة العامل وصاحب العمل الحالي (في الحالات المطلوبة),Consent from worker and current employer (when required),,
transfer-sponsorship,check,5,مضى 12 شهراً على أول دخول للعامل (أو انطبقت حالات الإعفاء),12 months since worker's first entry (or exemption applies),,
transfer-sponsorship,fee,1,رسوم نقل الخدمات,,2000,ر.س
transfer-sponsorship,fee,2,رخصة عمل جديدة,,100,ر.س / سنة
transfer-sponsorship,step,1,سجّل الدخول إلى منصة قوى بحساب المنشأة المستقبلة,Log in to Qiwa with the receiving establishment account,,
transfer-sponsorship,step,2,"اختر ""خدمات نقل الخدمات"" من القائمة الرئيسية",Select Transfer Services from the main menu,,
transfer-sponsorship,step,3,أدخل رقم إقامة العامل المراد نقله,Enter the worker's Iqama number,,
transfer-sponsorship,step,4,راجع بيانات العامل وتفاصيل النقل,Review worker details and transfer info,,
transfer-sponsorship,step,5,أرسل طلب النقل — يحتاج لموافقة صاحب العمل الحالي خلال 14 يوماً,Submit request — current employer has 14 days to approve,,
transfer-sponsorship,step,6,بعد الموافقة، سدّد رسوم النقل ورخصة العمل,"After approval, pay transfer and work permit fees",,
transfer-sponsorship,step,7,جدّد إقامة العامل عبر أبشر إن لزم الأمر,Renew worker's Iqama via Absher if needed,,
transfer-sponsorship,trouble,1,صاحب العمل الحالي رفض النقل,في بعض الحالات يمكن النقل دون موافقته — مثل: عدم دفع الرواتب لـ 3 أشهر، انتهاء العقد، أو وجود بلاغ كيدي. راجع منصة قوى للتفاصيل.,,
transfer-sponsorship,trouble,2,هل يمكن نقل خدمات عامل منزلي؟,نقل العمالة المنزلية يتم عبر منصة مساند، وليس قوى.,,
transfer-sponsorship,trouble,3,كم المدة حتى يتم النقل فعلياً؟,بعد موافقة الطرفين وسداد الرسوم، يتم النقل خلال 1-3 أيام عمل.,,
vehicle-inspection-fahs,check,1,استمارة المركبة (سارية أو منتهية),Vehicle registration (valid or expired),,
vehicle-inspection-fahs,check,2,المركبة بحالة قابلة للقيادة,Vehicle in drivable condition,,
vehicle-inspection-fahs,check,3,إطفاء لمبة المحرك (Check Engine) إن وجدت,Resolve Check Engine light if present,,
vehicle-inspection-fahs,fee,1,سيارة خاصة,,74,ر.س شامل الضريبة
vehicle-inspection-fahs,fee,2,إعادة الفحص,,37,ر.س
vehicle-inspection-fahs,step,1,ابحث عن أقرب محطة فحص دوري عبر موقع فحص أو خرائط قوقل,Find nearest inspection station via Fahs website or Google Maps,,
vehicle-inspection-fahs,step,2,توجّه للمحطة بمركبتك — لا يحتاج موعد مسبق في معظم المحطات,Drive to station — no appointment needed at most locations,,
vehicle-inspection-fahs,step,3,سدّد رسوم الفحص عند الوصول,Pay inspection fee on arrival,,
vehicle-inspection-fahs,step,4,يتم فحص المركبة (فرامل، إطارات، أنوار، انبعاثات، هيكل),"Vehicle is inspected (brakes, tires, lights, emissions, body)",,
vehicle-inspection-fahs,step,5,إذا نجحت — يرتبط الفحص بأبشر تلقائياً خلال ساعات,If passed — inspection links to Absher automatically within hours,,
vehicle-inspection-fahs,step,6,إذا لم تنجح — تحصل على تقرير بالملاحظات لإصلاحها ثم إعادة الفحص,"If failed — you get a report of issues to fix, then re-inspect",,
vehicle-inspection-fahs,trouble,1,المركبة لم تنجح في الفحص — ما المهلة؟,لديك 20 يوماً لإصلاح الملاحظات وإعادة الفحص برسوم مخفضة (37 ر.س).,,
vehicle-inspection-fahs,trouble,2,هل يمكن فحص مركبة باستمارة منتهية؟,نعم، يمكن الفحص والاستمارة منتهية. ستحتاج الفحص الساري لتجديد الاستمارة.,,
vehicle-inspection-fahs,trouble,3,كم مدة صلاحية الفحص الدوري؟,سنة واحدة للمركبات الخاصة الجديدة (أقل من 3 سنوات). سنة واحدة أو أقل للمركبات الأقدم.,,
vehicle-inspection-fahs,trouble,4,لمبة Check Engine تمنع النجاح؟,نعم، أي إضاءة تحذيرية في لوحة العدادات قد تسبب الرسوب. أصلح المشكلة قبل الذهاب.,,
vehicle-ownership-transfer,check,1,استمارة المركبة سارية المفعول,Valid vehicle registration (Istimara),,
vehicle-ownership-transfer,check,2,فحص دوري ساري,Valid periodic inspection,,
vehicle-ownership-transfer,check,3,تأمين مركبة ساري,Valid vehicle insurance,,
vehicle-ownership-transfer,check,4,عدم وجود مخالفات على المركبة أو البائع,No violations on vehicle or seller,,
vehicle-ownership-transfer,check,5,كلا الطرفين لديهما حساب أبشر مفعّل,Both parties have active Absher accounts,,
vehicle-ownership-transfer,fee,1,رسوم النقل,,150,ر.س
vehicle-ownership-transfer,step,1,"يسجّل البائع الدخول إلى أبشر ويختار ""بيع مركبة""",Seller logs in to Absher and selects Sell Vehicle,,
vehicle-ownership-transfer,step,2,يدخل رقم هوية المشتري ورقم لوحة المركبة,Enter buyer's ID and vehicle plate number,,
vehicle-ownership-transfer,step,3,يحدد سعر البيع ويرسل طلب النقل,Set sale price and submit transfer request,,
vehicle-ownership-transfer,step,4,يتلقى المشتري إشعاراً في أبشر للموافقة,Buyer receives notification to approve in Absher,,
vehicle-ownership-transfer,step,5,بعد موافقة المشتري وسداد الرسوم، تنتقل الملكية فوراً,"After buyer approves and pays, ownership transfers instantly",,
vehicle-ownership-transfer,trouble,1,المركبة مرهونة للبنك — هل يمكن النقل؟,لا، يجب فك الرهن أولاً من البنك ثم إجراء النقل.,,
vehicle-ownership-transfer,trouble,2,المشتري لم يقبل الطلب,الطلب صالح لمدة 7 أيام. بعدها ينتهي ويحتاج لإعادة الإرسال.,,
vehicle-ownership-transfer,trouble,3,هل يمكن نقل الملكية لمقيم؟,نعم، بشرط أن يكون لديه إقامة سارية وحساب أبشر مفعّل.,,
vehicle-registration-renewal,check,1,الفحص الدوري ساري المفعول,Valid periodic vehicle inspection (Fahs),,
vehicle-registration-renewal,check,2,تأمين مركبة ساري المفعول,Valid vehicle insurance,,
vehicle-registration-renewal,check,3,سداد جميع المخالفات المرورية,All traffic fines paid,,
vehicle-registration-renewal,check,4,الهوية الوطنية أو الإقامة سارية,Valid national ID or Iqama,,
vehicle-registration-renewal,fee,1,مركبة خاصة,,100,ر.س / سنة
vehicle-registration-renewal,fee,2,مركبة نقل,,200,ر.س / سنة
vehicle-registration-renewal,fee,3,دراجة نارية,,50,ر.س / سنة
vehicle-registration-renewal,step,1,تأكد من اجتياز الفحص الدوري (محطة فحص معتمدة),Ensure periodic inspection is passed (certified station),,
vehicle-registration-renewal,step,2,تأكد من وجود تأمين ساري (تطبيقات التأمين أو نجم),Ensure valid insurance (via insurance apps or Najm),,
vehicle-registration-renewal,step,3,سجّل الدخول إلى أبشر أفراد,Log in to Absher Individuals,,
vehicle-registration-renewal,step,4,"اختر ""خدماتي"" ثم ""خدمات المرور"" ثم ""تجديد رخصة السير""",Go to My Services → Traffic → Renew Vehicle Registration,,
vehicle-registration-renewal,step,5,اختر المركبة المراد تجديد استمارتها,Select the vehicle to renew,,
vehicle-registration-renewal,step,6,راجع البيانات وسدّد الرسوم,Review details and pay,,
vehicle-registration-renewal,trouble,1,"ظهرت رسالة ""الفحص الدوري غير ساري""",قم بزيارة أقرب محطة فحص دوري. الفحص يرتبط بأبشر تلقائياً خلال ساعات.,,
vehicle-registration-renewal,trouble,2,"ظهرت رسالة ""التأمين غير ساري""",اشترِ أو جدّد التأمين عبر أي تطبيق تأمين معتمد. يرتبط بأبشر تلقائياً خلال 24 ساعة.,,
vehicle-registration-renewal,trouble,3,هل يمكن التجديد لأكثر من سنة؟,نعم، يمكن التجديد لمدة تصل إلى 3 سنوات مقدماً، بشرط أن يكون التأمين والفحص يغطيان المدة.,,
vehicle-registration-renewal,trouble,4,المركبة مرهونة للبنك — هل يمكن التجديد؟,نعم، رهن المركبة لا يمنع تجديد الاستمارة.,,
zatca-einvoicing-registration,check,1,منشأة مسجلة في ضريبة القيمة المضافة,Establishment registered for VAT,,
zatca-einvoicing-registration,check,2,نظام فوترة إلكتروني متوافق مع متطلبات المرحلة الثانية,E-invoicing system compliant with Phase 2 requirements,,
zatca-einvoicing-registration,check,3,شهادة التشفير (CSID) من منصة فاتورة,Cryptographic stamp (CSID) from Fatoorah platform,,
zatca-einvoicing-registration,fee,1,التسجيل,,0,مجاني
zatca-einvoicing-registration,step,1,تأكد أن نظام الفوترة لديك متوافق مع متطلبات ZATCA,Ensure your invoicing system meets ZATCA requirements,,
zatca-einvoicing-registration,step,2,ادخل إلى بوابة فاتورة عبر موقع هيئة الزكاة,Access Fatoorah portal via ZATCA website,,
zatca-einvoicing-registration,step,3,سجّل جهاز الفوترة (EGS) واحصل على شهادة التشفير,Register invoicing device (EGS) and obtain CSID,,
zatca-einvoicing-registration,step,4,اختبر الربط عبر بيئة الاختبار (Sandbox),Test integration via Sandbox environment,,
zatca-einvoicing-registration,step,5,بعد نجاح الاختبار، فعّل الربط المباشر مع منصة فاتورة,"After successful testing, activate live integration",,
zatca-einvoicing-registration,trouble,1,لا أعرف في أي موجة (Wave) أنا,"ادخل موقع هيئة الزكاة واستعلم عن موجتك بناءً على إيراداتك السنوية. الموجة 24 تشمل المنشآت بإيرادات فوق 375,000 ر.س.",,
zatca-einvoicing-registration,trouble,2,هل أحتاج لنظام فوترة خاص؟,نعم، يجب استخدام نظام معتمد يدعم المرحلة الثانية. قائمة مزودي الحلول متاحة على موقع ZATCA.,,
zatca-einvoicing-registration,trouble,3,ماذا لو كانت منشأتي صغيرة جداً؟,جميع المنشآت المسجلة في VAT ملزمة بالفوترة الإلكترونية بغض النظر عن حجمها.,,
zatca-vat-registration,check,1,سجل تجاري ساري المفعول,Valid commercial registration,,
zatca-vat-registration,check,2,حساب في بوابة هيئة الزكاة والضريبة,Account on ZATCA portal,,
zatca-vat-registration,check,3,"إيرادات سنوية تتجاوز 375,000 ر.س (إلزامي) أو أقل (اختياري)","Annual revenue exceeds SAR 375,000 (mandatory) or less (optional)",,
zatca-vat-registration,fee,1,التسجيل,,0,مجاني
zatca-vat-registration,step,1,ادخل إلى بوابة هيئة الزكاة والضريبة والجمارك,Go to ZATCA portal,,
zatca-vat-registration,step,2,"سجّل الدخول واختر ""الخدمات الضريبية""",Log in and select Tax Services,,
zatca-vat-registration,step,3,"اختر ""التسجيل في ضريبة القيمة المضافة""",Select Register for VAT,,
zatca-vat-registration,step,4,أكمل نموذج التسجيل (بيانات المنشأة، الإيرادات، النشاط),"Complete registration form (establishment details, revenue, activity)",,
zatca-vat-registration,step,5,ارفع المستندات المطلوبة,Upload required documents,,
zatca-vat-registration,step,6,بعد المراجعة، يصدر الرقم الضريبي (TIN),"After review, Tax Identification Number (TIN) is issued",,
zatca-vat-registration,trouble,1,"إيراداتي أقل من 375,000 — هل أسجّل؟",التسجيل اختياري لكنه مفيد لاسترداد ضريبة المدخلات واكتساب مصداقية تجارية.,,
zatca-vat-registration,trouble,2,ما الفرق بين الزكاة وضريبة القيمة المضافة؟,الزكاة تُفرض على صافي ثروة الشركة (2.5%). ضريبة القيمة المضافة (15%) تُفرض على المبيعات وتُحصّل من المستهلك.,,
zatca-vat-registration,trouble,3,متى أبدأ بتحصيل الضريبة؟,من تاريخ سريان التسجيل المحدد في الشهادة.,,
